abdominal	abdominalt
nøyd	nøyd
nøye	nøye
nøyen	nøyent
nøysom	nøysomt
nøytral	nøytralt
objektiv	objektivt
obligat	obligat
oblik	oblikt
oblikk	oblikt
observant	observant
obskur	obskurt
obskøn	obskønt
odde	odde
odelsfri	odelsfritt
odiøs	odiøst
offensiv	offensivt
offentlig	offentlig
offisiell	offisielt
offisiøs	offisiøst
offline	offline
offwhite	offwhite
ofselig	ofselig
ohmsk	ohmsk
okerfarga	okerfarga
okergul	okergult
okklusiv	okklusivt
okkult	okkult
oksidativ	oksidativt
oksitansk	oksitansk
oktogonal	oktogonalt
okulær	okulært
oldnorsk	oldnorsk
oligotrof	oligotroft
oliven	oliven
oljeaktig	oljeaktig
oljefyrt	oljefyrt
oljeglatt	oljeglatt
oljerik	oljerikt
oljeskada	oljeskada
oljeskadd	oljeskadd
oljet	oljet
oljete	oljete
olympisk	olympisk
omansk	omansk
ombygd	ombygd
ombygget	ombygget
omfarende	omfarende
omflytt	omflytt
omflødd	omflødd
omforenet	omforenet
omforent	omforent
omgående	omgående
ominøs	ominøst
omkasta	omkasta
omkastet	omkastet
omkledd	omkledd
omkommen	omkomment
omlydt	omlydt
omløpende	omløpende
omrekende	omrekende
omskreven	omskrevet
omskrevet	omskrevet
omskåren	omskåret
omskåret	omskåret
omsnakka	omsnakka
omsnakket	omsnakket
omsnudd	omsnudd
omspent	omspent
omspunnet	omspunnet
omspurt	omspurt
omstridd	omstridd
omstridt	omstridt
omstående	omstående
omsust	omsust
omsverma	omsverma
omsvermet	omsvermet
omsøkt	omsøkt
omtenksom	omtenksomt
omtumla	omtumla
omtumlet	omtumlet
omtvista	omtvista
omtvistet	omtvistet
omtykt	omtykt
omtåka	omtåka
omtåket	omtåket
omvendt	omvendt
ondarta	ondarta
ondartet	ondartet
ondsinna	ondsinna
ondsinnet	ondsinnet
online	online
opak	opakt
operativ	operativt
oppankra	oppankra
oppankret	oppankret
oppast	oppast
oppbakka	oppbakka
oppbakket	oppbakket
oppbakt	oppbakt
oppblanda	oppblanda
oppblåst	oppblåst
oppbrakt	oppbrakt
oppbrent	oppbrent
oppbretta	oppbretta
oppbrukt	oppbrukt
oppbrutt	oppbrutt
oppdekka	oppdekka
oppdekket	oppdekket
oppdekt	oppdekt
oppdemma	oppdemma
oppdemmet	oppdemmet
oppdikta	oppdikta
oppdiktet	oppdiktet
oppdressa	oppdressa
oppdrevet	oppdrevet
oppesen	oppesent
oppfiffa	oppfiffa
oppfiffet	oppfiffet
oppfiska	oppfiska
oppfisket	oppfisket
oppflaska	oppflaska
oppflisa	oppflisa
oppfliset	oppfliset
oppflist	oppflist
oppflossa	oppflossa
oppgitt	oppgitt
oppgjort	oppgjort
oppglødd	oppglødd
oppgående	oppgående
oppgått	oppgått
opphavlig	opphavlig
opphengt	opphengt
oppheta	oppheta
opphetet	opphetet
opphogd	opphogd
opphovna	opphovna
opphovnet	opphovnet
opphugd	opphugd
opphugget	opphugget
opphøya	opphøya
opphøyd	opphøyd
opphøyet	opphøyet
oppjaga	oppjaga
oppjagd	oppjagd
oppjaget	oppjaget
oppkava	oppkava
oppkavd	oppkavd
oppkavet	oppkavet
oppkjast	oppkjast
oppkjøpt	oppkjøpt
oppkjørt	oppkjørt
oppklippa	oppklippa
oppklipt	oppklipt
oppknappa	oppknappa
oppknepet	oppknepet
oppkokt	oppkokt
oppkveila	oppkveila
oppkveilt	oppkveilt
oppkvikka	oppkvikka
opplagra	opplagra
opplagret	opplagret
opplagt	opplagt
opplandsk	opplandsk
opplasta	opplasta
opplastet	opplastet
opplatt	opplatt
opplessa	opplessa
opplesset	opplesset
opplesst	opplesst
opplest	opplest
opplett	opplett
opplista	opplista
opplistet	opplistet
oppløpen	oppløpent
oppmalt	oppmalt
oppmeldt	oppmeldt
oppmerka	oppmerka
oppmerket	oppmerket
oppmåka	oppmåka
oppmåket	oppmåket
oppmåkt	oppmåkt
oppmålt	oppmålt
oppnåelig	oppnåelig
opportun	opportunt
opprakt	opprakt
oppredd	oppredd
oppreid	oppreid
oppreist	oppreist
opprekt	opprekt
opprett	opprett
opprevet	opprevet
oppriktig	oppriktig
oppringt	oppringt
opprulla	opprulla
opprullet	opprullet
opprusta	opprusta
opprustet	opprustet
opprådd	opprådd
oppråtna	oppråtna
oppråtnet	oppråtnet
opprømt	opprømt
opprørsk	opprørsk
opprørt	opprørt
oppsagt	oppsagt
oppsatt	oppsatt
oppsetsig	oppsetsig
oppskaka	oppskaka
oppskaket	oppskaket
oppskremt	oppskremt
oppskrudd	oppskrudd
oppskrytt	oppskrytt
oppskutt	oppskutt
oppskåren	oppskåret
oppskåret	oppskåret
oppslukt	oppslukt
oppslått	oppslått
oppspadd	oppspadd
oppspart	oppspart
oppspedd	oppspedd
oppspent	oppspent
oppsperra	oppsperra
oppspilt	oppspilt
oppspist	oppspist
oppstabla	oppstabla
oppstaka	oppstaka
oppstaket	oppstaket
oppstakt	oppstakt
oppstalla	oppstalla
oppstasa	oppstasa
oppstaset	oppstaset
oppstast	oppstast
oppstemt	oppstemt
oppstilt	oppstilt
oppstrakt	oppstrakt
oppstykka	oppstykka
oppstylta	oppstylta
oppsvulma	oppsvulma
oppsydd	oppsydd
opptatt	opptatt
opptråkka	opptråkka
opptødd	opptødd
oppusta	oppusta
oppustet	oppustet
oppvakt	oppvakt
oppvarma	oppvarma
oppvarmet	oppvarmet
oppveid	oppveid
oppvokst	oppvokst
oppøst	oppøst
opsjonell	opsjonelt
optimal	optimalt
optisk	optisk
oransje	oransje
oratorisk	oratorisk
orbital	orbitalt
ordblind	ordblindt
ordentlig	ordentlig
ordfattig	ordfattig
ordglad	ordglad
ordhag	ordhagt
ordhitten	ordhittent
ordholden	ordholdent
ordinær	ordinært
ordknapp	ordknapt
ordlaus	ordlaust
ordløs	ordløst
ordrett	ordrett
ordrik	ordrikt
organisk	organisk
orgastisk	orgastisk
original	originalt
orkestral	orkestralt
orknøysk	orknøysk
ortodoks	ortodokst
ortofon	ortofont
oseanisk	oseanisk
osmansk	osmansk
osmotisk	osmotisk
ossetisk	ossetisk
ostinat	ostinat
ottefull	ottefullt
ottomansk	ottomansk
outrert	outrert
oval	ovalt
ovennevnt	ovennevnt
overbygd	overbygd
overdådig	overdådig
overfylt	overfylt
overført	overført
overgitt	overgitt
overgiven	overgivent
overgrodd	overgrodd
overhelt	overhelt
overhengt	overhengt
overhogd	overhogd
overhugd	overhugd
overhørig	overhørig
overilet	overilet
overilt	overilt
overivrig	overivrig
overkipt	overkipt
overlagt	overlagt
overlegen	overlegent
overlessa	overlessa
overlesst	overlesst
overmett	overmett
overmoden	overmodent
overmodig	overmodig
overmåls	overmåls
overordna	overordna
overskya	overskya
overskyet	overskyet
overskylt	overskylt
overspent	overspent
overstyrt	overstyrt
overstått	overstått
overtent	overtent
overtidig	overtidig
overtrena	overtrena
overtrent	overtrent
overtrett	overtrett
overtrøtt	overtrøtt
overårig	overårig
ovnsfersk	ovnsferskt
ovnsstekt	ovnsstekt
ovstor	ovstort
paddeflat	paddeflatt
paff	paft
pagan	pagant
paillegul	paillegult
pakkfull	pakkfullt
palatal	palatalt
palliativ	palliativt
pampet	pampet
pampete	pampete
panamansk	panamansk
panasjert	panasjert
pandemisk	pandemisk
panisk	panisk
papirlaus	papirlaust
papirløs	papirløst
papistisk	papistisk
papuansk	papuansk
parabolsk	parabolsk
parafinsk	parafinsk
parallell	parallelt
paranoid	paranoid
paranoisk	paranoisk
parat	parat
paretisk	paretisk
pari	pari
parisisk	parisisk
parodisk	parodisk
partiell	partielt
partilaus	partilaust
partiløs	partiløst
partisk	partisk
partitiv	partitivt
partitro	partitro
partitru	partitru
partåa	partåa
partået	partået
parvis	parvis
pasjonert	pasjonert
pasjtunsk	pasjtunsk
passabel	passabelt
passe	passe
passelig	passelig
passiv	passivt
pastos	pastost
patent	patent
patetisk	patetisk
patogen	patogent
patosfylt	patosfylt
patrisisk	patrisisk
patronym	patronymt
patt	patt
paulinsk	paulinsk
pavelig	pavelig
pavet	pavet
pavete	pavete
pavlovsk	pavlovsk
pedantisk	pedantisk
pegasisk	pegasisk
pejorativ	pejorativt
pekuniær	pekuniært
pelagisk	pelagisk
pengekjær	pengekjært
pengelaus	pengelaust
pengelens	pengelenst
pengeløs	pengeløst
penibel	penibelt
penmunnet	penmunnet
pennefør	penneført
perenn	perent
perfekt	perfekt
perfektiv	perfektivt
perfid	perfid
perifer	perifert
periodisk	periodisk
perlegrå	perlegrått
permanent	permanent
permeabel	permeabelt
permisk	permisk
pernisiøs	pernisiøst
perpleks	perplekst
perseptiv	perseptivt
persisk	persisk
personal	personalt
personell	personelt
personlig	personlig
peruansk	peruansk
pigg	pigt
pigget	pigget
piggete	piggete
piggfri	piggfritt
pikant	pikant
pillen	pillent
pilsnar	pilsnart
pinaktig	pinaktig
pinefull	pinefullt
pinetrang	pinetrangt
pinlig	pinlig
pipet	pipet
pipete	pipete
piren	pirent
pirket	pirket
pirkete	pirkete
pirrelig	pirrelig
pirum	pirum
pistret	pistret
pistrete	pistrete
pittoresk	pittoresk
pjaltet	pjaltet
pjaltete	pjaltete
pjanket	pjanket
pjankete	pjankete
pjattet	pjattet
pjattete	pjattete
pjusk	pjusk
pjusket	pjusket
pjuskete	pjuskete
plagsom	plagsomt
plakat	plakat
plan	plant
planetær	planetært
planfast	planfast
planfri	planfritt
planlaus	planlaust
planløs	planløst
planskilt	planskilt
plastisk	plastisk
platonisk	platonisk
platonsk	platonsk
platt	platt
plattfot	plattfot
plattfota	plattfota
plattføtt	plattføtt
plattysk	plattysk
plausibel	plausibelt
plebeiisk	plebeiisk
plettfri	plettfritt
pliktig	pliktig
plikttro	plikttro
plump	plumpt
plundret	plundret
plundrete	plundrete
pluriform	pluriformt
plutonisk	plutonisk
plutselig	plutselig
pluvial	pluvialt
pløsen	pløsent
pløset	pløset
pløsete	pløsete
poengløs	poengløst
poetisk	poetisk
polar	polart
polaroid	polaroid
polemisk	polemisk
polisk	polisk
politisk	politisk
polsk	polsk
polskfødt	polskfødt
polyfon	polyfont
polygam	polygamt
polyglott	polyglott
polygon	polygont
polygonal	polygonalt
polygyn	polygynt
polykarp	polykarpt
polykrom	polykromt
polymer	polymert
polymorf	polymorft
polysem	polysemt
polytonal	polytonalt
polær	polært
pompeiisk	pompeiisk
pompet	pompet
pompete	pompete
pompøs	pompøst
popp	popp
poppreget	poppreget
populær	populært
poret	poret
porete	porete
porfyrisk	porfyrisk
portabel	portabelt
portofri	portofritt
porøs	porøst
posen	posent
poset	poset
posete	posete
posevis	posevis
positiv	positivt
possessiv	possessivt
postal	postalt
posthum	posthumt
postsendt	postsendt
potensial	potensialt
potent	potent
pottesur	pottesurt
pottetett	pottetett
prakken	prakkent
praktfull	praktfullt
praktglad	praktglad
praktisk	praktisk
praktsyk	praktsykt
pratesjuk	pratesjukt
pratesyk	pratesykt
pratsom	pratsomt
preglaus	preglaust
pregløs	pregløst
pregnant	pregnant
preklusiv	preklusivt
prektig	prektig
prekær	prekært
prematur	prematurt
prenatal	prenatalt
present	present
presis	presist
presiøs	presiøst
prestelig	prestelig
presumtiv	presumtivt
preventiv	preventivt
prikken	prikkent
prikket	prikket
prikkete	prikkete
prikkfri	prikkfritt
prima	prima
primal	primalt
primitiv	primitivt
primo	primo
primær	primært
prinsipal	prinsipalt
prippen	prippent
prissatt	prissatt
privat	privat
privateid	privateid
privativ	privativt
proaktiv	proaktivt
probabel	probabelt
probat	probat
produktiv	produktivt
profan	profant
profetisk	profetisk
proff	proft
prokaryot	prokaryot
proksimal	proksimalt
proletær	proletært
prominent	prominent
proper	propert
proppfull	proppfullt
proppmett	proppmett
prosaisk	prosaisk
prosodisk	prosodisk
protysk	protysk
prud	prud
pruten	prutent
prydelig	prydelig
prøvet	prøvet
prøysensk	prøysensk
prøyssisk	prøyssisk
pseudonym	pseudonymt
psevdonym	psevdonymt
psykisk	psykisk
psykogen	psykogent
psykotisk	psykotisk
pubertal	pubertalt
publicus	publicus
pueril	puerilt
puklet	puklet
puklete	puklete
puljevis	puljevis
punisk	punisk
punktlig	punktlig
punktvis	punktvis
puristisk	puristisk
puritansk	puritansk
purkeful	purkefult
purket	purket
purkete	purkete
purpurrød	purpurrødt
purret	purret
purrete	purrete
purung	purungt
puset	puset
pusete	pusete
pusket	pusket
puskete	puskete
puslet	puslet
puslete	puslete
pussa	pussa
pussig	pussig
putlet	putlet
putlete	putlete
pyknisk	pyknisk
pyntelig	pyntelig
pyntesjuk	pyntesjukt
pyntesyk	pyntesykt
pyramidal	pyramidalt
pyreneisk	pyreneisk
pysen	pysent
pyset	pyset
pysete	pysete
påbudt	påbudt
påfylt	påfylt
pågående	pågående
påhelt	påhelt
påhengt	påhengt
påhitten	påhittent
påholden	påholdent
påkledd	påkledd
påklint	påklint
påklistra	påklistra
påkrevd	påkrevd
påkrevet	påkrevet
pålands	pålands
pålessa	pålessa
pålesset	pålesset
pålesst	pålesst
pålimt	pålimt
pålitelig	pålitelig
pålydende	pålydende
påløpen	påløpent
påløpt	påløpt
påmalt	påmalt
påmeldt	påmeldt
pårent	pårent
påsatt	påsatt
påseilet	påseilet
påseilt	påseilt
påskebrun	påskebrunt
påskefri	påskefritt
påskreven	påskrevet
påskrevet	påskrevet
påskrudd	påskrudd
påslengt	påslengt
påspedd	påspedd
påspent	påspent
påstempla	påstempla
påstrøken	påstrøket
påståelig	påståelig
påsydd	påsydd
påtagelig	påtagelig
påtakelig	påtakelig
påtatt	påtatt
påtent	påtent
påver	påvert
påvisbar	påvisbart
påviselig	påviselig
pære	pære
pæreforma	pæreforma
pønal	pønalt
qatarsk	qatarsk
rabbet	rabbet
rabbete	rabbete
rabiat	rabiat
rabid	rabid
rabiesfri	rabiesfritt
radial	radialt
radiell	radielt
radig	radig
radikal	radikalt
radiær	radiært
radmager	radmagert
raff	raft
raffinert	raffinert
ragget	ragget
raggete	raggete
raka	raka
rakittisk	rakittisk
rakrygga	rakrygga
rakrygget	rakrygget
rampet	rampet
rampete	rampete
ramsalt	ramsalt
ramsterk	ramsterkt
ramsvart	ramsvart
randet	randet
randete	randete
rang	rangt
ranglet	ranglet
ranglete	ranglete
rangsnudd	rangsnudd
rank	rankt
rankvokst	rankvokst
rapid	rapid
rapp	rapt
rappfota	rappfota
rappfotet	rappfotet
rappføtt	rappføtt
rapsodisk	rapsodisk
rasedelt	rasedelt
raserein	rasereint
raseren	raserent
rasfarlig	rasfarlig
rasjonal	rasjonalt
rasjonell	rasjonelt
rask	raskt
rastlaus	rastlaust
rastløs	rastløst
rasutsatt	rasutsatt
ratevis	ratevis
raus	raust
ravgal	ravgalt
ravgalen	ravgalent
ravgul	ravgult
ravmørk	ravmørkt
ravnorsk	ravnorsk
ravnsvart	ravnsvart
reaktiv	reaktivt
real	realt
rebelsk	rebelsk
recessiv	recessivt
rechts	rechts
redd	redd
reddsom	reddsomt
rede	rede
redebon	redebont
redelig	redelig
redig	redig
reduktiv	reduktivt
redundant	redundant
reell	reelt
refleksiv	refleksivt
regal	regalt
regelrett	regelrett
regimetro	regimetro
regional	regionalt
regjerlig	regjerlig
regnfull	regnfullt
regnfylt	regnfylt
regngrå	regngrått
regntung	regntungt
regressiv	regressivt
regulær	regulært
rein	reint
reinhekla	reinhekla
reinhårig	reinhårig
reinlinja	reinlinja
reinslig	reinslig
reiseglad	reiseglad
reiseklar	reiseklart
reisevant	reisevant
rekorddyr	rekorddyrt
rekordhøy	rekordhøyt
rekordlav	rekordlavt
rekursiv	rekursivt
rekylfri	rekylfritt
relativ	relativt
relevant	relevant
religiøs	religiøst
relikt	relikt
remis	remis
renferdig	renferdig
renhårig	renhårig
renkefull	renkefullt
renlinjet	renlinjet
renommert	renommert
renons	renons
renslig	renslig
rentabel	rentabelt
rentefri	rentefritt
reologisk	reologisk
reparabel	reparabelt
reparativ	reparativt
repetitiv	repetitivt
repressiv	repressivt
reseptfri	reseptfritt
reseptiv	reseptivt
reservert	reservert
residual	residualt
resiprok	resiprokt
resistent	resistent
resolutt	resolutt
respektiv	respektivt
restløs	restløst
resyklisk	resyklisk
retentiv	retentivt
retorisk	retorisk
retrograd	retrograd
rett	rett
rettelig	rettelig
rettfram	rettfram
rettfrem	rettfrem
rettidig	rettidig
rettlaus	rettlaust
rettlinja	rettlinja
rettløs	rettløst
rettslaus	rettslaust
rettslig	rettslig
rettslærd	rettslærd
rettsløs	rettsløst
rettvis	rettvist
rettvokst	rettvokst
reumatisk	reumatisk
revmatisk	revmatisk
rhodesisk	rhodesisk
ribbet	ribbet
ribbete	ribbete
ridderlig	ridderlig
riflet	riflet
riflete	riflete
rigid	rigid
rigorøs	rigorøst
rikelig	rikelig
rikholdig	rikholdig
riktig	riktig
rimelig	rimelig
rimet	rimet
rimete	rimete
rimfri	rimfritt
rimlagt	rimlagt
ring	ringt
ringe	ringe
ringlet	ringlet
ringlete	ringlete
ripet	ripet
ripete	ripete
risikabel	risikabelt
risikofri	risikofritt
rituell	rituelt
rivende	rivende
robust	robust
rocka	rocka
rocket	rocket
rockete	rockete
rolig	rolig
romansk	romansk
romantisk	romantisk
rombasert	rombasert
rombisk	rombisk
romersk	romersk
romhendt	romhendt
romlig	romlig
rommelig	rommelig
romsdalsk	romsdalsk
romsk	romsk
romskinna	romskinna
romslig	romslig
romtent	romtent
rosa	rosa
rosafarga	rosafarga
rosahvit	rosahvitt
rosenrød	rosenrødt
roserød	roserødt
roset	roset
rosete	rosete
rosverdig	rosverdig
rotekte	rotekte
rotet	rotet
rotete	rotete
rotfast	rotfast
rotlaus	rotlaust
rotløs	rotløst
rotnorsk	rotnorsk
rubben	rubbent
rubbet	rubbet
rubbete	rubbete
rubinrød	rubinrødt
rufsen	rufsent
rufset	rufset
rufsete	rufsete
ruglet	ruglet
ruglete	ruglete
ruhåra	ruhåra
ruhåret	ruhåret
rukket	rukket
rukkete	rukkete
ruklet	ruklet
ruklete	ruklete
rulten	rultent
rund	rundt
rundaktig	rundaktig
rundelig	rundelig
rundhanda	rundhanda
rundhendt	rundhendt
rundhånda	rundhånda
rundkinna	rundkinna
rural	ruralt
rusfri	rusfritt
rusk	rusk
rusket	rusket
ruskete	ruskete
rustbrun	rustbrunt
rusten	rustent
rustfarga	rustfarga
rustfri	rustfritt
rustikk	rustikt
rustrød	rustrødt
rutet	rutet
rutete	rutete
rutinert	rutinert
rwandisk	rwandisk
ryddig	ryddig
ryen	ryent
ryggesløs	ryggesløst
ryggskada	ryggskada
rykket	rykket
rykkete	rykkete
rykkvis	rykkvis
rynket	rynket
rynkete	rynkete
rystende	rystende
rytmeglad	rytmeglad
rytmisk	rytmisk
råbarka	råbarka
råbarket	råbarket
rådelig	rådelig
rådhitten	rådhittent
rådig	rådig
rådlaus	rådlaust
rådløs	rådløst
rådsnar	rådsnart
rådvill	rådvilt
rådyr	rådyrt
råflott	råflott
råkald	råkaldt
rålekker	rålekkert
rålendt	rålendt
råmen	råment
rånet	rånet
rånete	rånete
råsken	råskent
råstekt	råstekt
råsterk	råsterkt
råteskadd	råteskadd
råtten	råttent
råtøff	råtøft
rødblond	rødblondt
rødblå	rødblått
rødbrun	rødbrunt
rødfarga	rødfarga
rødfarget	rødfarget
rødgul	rødgult
rødgyllen	rødgyllent
rødhvit	rødhvitt
rødhåra	rødhåra
rødhåret	rødhåret
rødkinna	rødkinna
rødkinnet	rødkinnet
rødkledd	rødkledd
rødlett	rødlett
rødlig	rødlig
rødlilla	rødlilla
rødmalt	rødmalt
rødmerka	rødmerka
rødmerket	rødmerket
rødmussa	rødmussa
rødmusset	rødmusset
rødrutet	rødrutet
rødrutete	rødrutete
rødøyd	rødøyd
røff	røft
rølpet	rølpet
rølpete	rølpete
rørende	rørende
røret	røret
rørete	rørete
rørig	rørig
rørlig	rørlig
rørt	rørt
røslig	røslig
røykfri	røykfritt
røykfylt	røykfylt
røykskada	røykskada
røykskadd	røykskadd
røynlig	røynlig
røyset	røyset
røysete	røysete
sabbet	sabbet
sabbete	sabbete
sabla	sabla
safe	safe
safirblå	safirblått
safrangul	safrangult
saftfull	saftfullt
saftig	saftig
saftspent	saftspent
sagnaktig	sagnaktig
sagtagga	sagtagga
sagtagget	sagtagget
sagtent	sagtent
sakesløs	sakesløst
sakkunnig	sakkunnig
sakkyndig	sakkyndig
saklaus	saklaust
saklig	saklig
sakløs	sakløst
sakral	sakralt
saksisk	saksisk
sakte	sakte
saktmodig	saktmodig
salet	salet
salete	salete
salgbar	salgbart
salig	salig
salomonsk	salomonsk
salrygga	salrygga
salrygget	salrygget
salt	salt
samblada	samblada
sambladet	sambladet
sambo	sambo
samboende	samboende
sambu	sambu
samd	samd
samfelt	samfelt
samfengt	samfengt
samfull	samfullt
samhørig	samhørig
samisk	samisk
sammalt	sammalt
samnorsk	samnorsk
samoisk	samoisk
sams	sams
samspelt	samspelt
samspilt	samspilt
samsvarig	samsvarig
samtidig	samtidig
sandet	sandet
sandete	sandete
sandfarga	sandfarga
sandfylt	sandfylt
sandig	sandig
sangbar	sangbart
sangglad	sangglad
sanglig	sanglig
sangvinsk	sangvinsk
sanitær	sanitært
sankt	sankt
sankta	sankta
sann	sant
sanndru	sanndru
sanndrømt	sanndrømt
sannspådd	sannspådd
sansbar	sansbart
sanselaus	sanselaust
sanselig	sanselig
sanseløs	sanseløst
sarasensk	sarasensk
sardinsk	sardinsk
sardonisk	sardonisk
sart	sart
satirisk	satirisk
satt	satt
saudisk	saudisk
sauset	sauset
sausete	sausete
savoiisk	savoiisk
scenarisk	scenarisk
scenevant	scenevant
scenisk	scenisk
schwabisk	schwabisk
sedat	sedat
sedativ	sedativt
sedelig	sedelig
sedlaus	sedlaust
sedløs	sedløst
sedvanlig	sedvanlig
sefardisk	sefardisk
seglbar	seglbart
segmental	segmentalt
seierrik	seierrikt
seiersrik	seiersrikt
seiersæl	seiersælt
seif	seif
seig	seigt
seigliva	seigliva
seiglivet	seiglivet
seilbar	seilbart
sein	seint
seinbær	seinbært
seintenkt	seintenkt
seismisk	seismisk
sekkevis	sekkevis
sekkforma	sekkforma
seksdels	seksdels
seksfelts	seksfelts
sekskanta	sekskanta
seksmanns	seksmanns
seksrada	seksrada
seksradet	seksradet
sekssifra	sekssifra
sekstiårs	sekstiårs
seksårig	seksårig
seksårs	seksårs
sekterisk	sekterisk
sekulær	sekulært
sekunda	sekunda
sekundær	sekundært
seleber	selebert
selektiv	selektivt
selfmade	selfmade
selgelig	selgelig
sella	sella
sellular	sellulart
sellulær	sellulært
selotisk	selotisk
selsom	selsomt
selvalgt	selvalgt
selvbedt	selvbedt
selvberga	selvberga
selvbuden	selvbudent
selvbygd	selvbygd
selvdyrka	selvdyrka
selveid	selveid
selvfiska	selvfiska
selvgjort	selvgjort
selvglad	selvglad
selvgod	selvgodt
selvisk	selvisk
selvklar	selvklart
selvklok	selvklokt
selvlaga	selvlaga
selvlagd	selvlagd
selvlaget	selvlaget
selvlært	selvlært
selvrådig	selvrådig
selvsagt	selvsagt
selvsamme	selvsamme
selvskutt	selvskutt
selvstyrt	selvstyrt
selvsydd	selvsydd
selvtjent	selvtjent
selvtrygg	selvtrygt
selvvalgt	selvvalgt
semantisk	semantisk
semi	semi
semmer	semmert
senantikk	senantikt
senbær	senbært
senesterk	senesterkt
senet	senet
senete	senete
senferdig	senferdig
sengotisk	sengotisk
senil	senilt
senior	senior
senisk	senisk
senkbar	senkbart
sensibel	sensibelt
sensitiv	sensitivt
sensorisk	sensorisk
sensuell	sensuelt
sentenkt	sentenkt
sentral	sentralt
sentrisk	sentrisk
separabel	separabelt
separat	separat
septisk	septisk
serafisk	serafisk
serbisk	serbisk
seriell	serielt
seriøs	seriøst
servil	servilt
serøs	serøst
sesongvis	sesongvis
severdig	severdig
sevjefull	sevjefullt
sevjet	sevjet
sevjete	sevjete
sfærisk	sfærisk
shabby	shabby
short	short
siamesisk	siamesisk
sibirsk	sibirsk
siderisk	siderisk
sidetung	sidetungt
sidlendt	sidlendt
sidrumpa	sidrumpa
sigen	sigent
signalrød	signalrødt
sikker	sikkert
siklen	siklent
siklet	siklet
siklete	siklete
siktbar	siktbart
sildig	sildig
silent	silent
silkebløt	silkebløtt
silkefin	silkefint
silkemjuk	silkemjukt
silkemyk	silkemykt
silurisk	silurisk
simpel	simpelt
simultan	simultant
sindig	sindig
singel	singelt
single	single
singulær	singulært
sinna	sinna
sinnrik	sinnrikt
sinnssjuk	sinnssjukt
sinnssvak	sinnssvakt
sint	sint
sipet	sipet
sipete	sipete
sippet	sippet
sippete	sippete
sirkulær	sirkulært
sirlig	sirlig
sist	sist
sistnevnt	sistnevnt
situert	situert
sivil	sivilt
sixtinsk	sixtinsk
sjaber	sjabert
sjalu	sjalu
sjanglen	sjanglent
sjanglet	sjanglet
sjanglete	sjanglete
sjanseløs	sjanseløst
sjanserik	sjanserikt
sjarmant	sjarmant
sjarmløs	sjarmløst
sjasket	sjasket
sjaskete	sjaskete
sjelden	sjeldent
sjeldsynt	sjeldsynt
sjeleglad	sjeleglad
sjelelig	sjelelig
sjelesunn	sjelesunt
sjelfull	sjelfullt
sjellaus	sjellaust
sjelløs	sjelløst
sjenerlig	sjenerlig
sjenert	sjenert
sjenerøs	sjenerøst
sjever	sjevert
sjia	sjia
sjiittisk	sjiittisk
sjikanøs	sjikanøst
sjofel	sjofelt
sjokkarta	sjokkarta
sjokkrosa	sjokkrosa
sjuarma	sjuarma
sjuarmet	sjuarmet
sjudels	sjudels
sjudobbel	sjudobbelt
sjuk	sjukt
sjukelig	sjukelig
sjuklig	sjuklig
sjukmeldt	sjukmeldt
sjumanns	sjumanns
sjuseters	sjuseters
sjusifra	sjusifra
sjusifret	sjusifret
sjusket	sjusket
sjuskete	sjuskete
sjutimers	sjutimers
sjuårig	sjuårig
sjuårs	sjuårs
sjøbasert	sjøbasert
sjødyktig	sjødyktig
sjøgrønn	sjøgrønt
sjøgående	sjøgående
sjøklar	sjøklart
sjøkyndig	sjøkyndig
sjølbedt	sjølbedt
sjølberga	sjølberga
sjølbyrg	sjølbyrgt
sjøldaud	sjøldaudt
sjølgjort	sjølgjort
sjølgod	sjølgodt
sjølklar	sjølklart
sjølklok	sjølklokt
sjøllaga	sjøllaga
sjøllagd	sjøllagd
sjøllaget	sjøllaget
sjøllært	sjøllært
sjølmint	sjølmint
sjølrådig	sjølrådig
sjølsagt	sjølsagt
sjølsamme	sjølsamme
sjølstyrt	sjølstyrt
sjøltrygg	sjøltrygt
sjølvalgt	sjølvalgt
sjøredd	sjøredd
sjøsjuk	sjøsjukt
sjøsterk	sjøsterkt
sjøsvak	sjøsvakt
sjøsyk	sjøsykt
sjøvant	sjøvant
sjøveik	sjøveikt
skabbet	skabbet
skabbete	skabbete
skabrøs	skabrøst
skadefri	skadefritt
skadefro	skadefro
skadelidd	skadelidd
skadelidt	skadelidt
skadelig	skadelig
skadesløs	skadesløst
skakk	skakt
skakkjørt	skakkjørt
skalar	skalart
skalket	skalket
skalkete	skalkete
skalla	skalla
skallet	skallet
skallete	skallete
skamdjerv	skamdjervt
skamfull	skamfullt
skamlaus	skamlaust
skamløs	skamløst
skammelig	skammelig
skandaløs	skandaløst
skanket	skanket
skankete	skankete
skapaktig	skapaktig
skapelig	skapelig
skapende	skapende
skaplig	skaplig
skaret	skaret
skarete	skarete
skarp	skarpt
skarpladd	skarpladd
skarpsynt	skarpsynt
skarpøyd	skarpøyd
skarve	skarve
skarvelig	skarvelig
skarvet	skarvet
skarvete	skarvete
skaten	skatent
skattbar	skattbart
skattefri	skattefritt
skattfri	skattfritt
skauredd	skauredd
skavlet	skavlet
skavlete	skavlete
skeptisk	skeptisk
skifrelst	skifrelst
skifret	skifret
skifrete	skifrete
skifrig	skifrig
skiftbar	skiftbart
